A_X [mg] A_Y [mg] A_Z [mg]
-107 	 1279 	 -91
-373 	 1407 	 889
17 	 1304 	 802
268 	 1426 	 171
224 	 1567 	 -290
271 	 1519 	 -432
570 	 1201 	 133
426 	 1009 	 176
-79 	 718 	 -373
-218 	 505 	 -141
-55 	 316 	 -369
291 	 241 	 -236
333 	 214 	 158
1157 	 1035 	 1199
1135 	 1475 	 1389
557 	 433 	 -80
769 	 1432 	 -434
-124 	 1169 	 -474
-611 	 1546 	 -625
-31 	 914 	 292
617 	 659 	 419
180 	 566 	 -48
220 	 939 	 -166
-274 	 1413 	 1005
-487 	 1349 	 826
123 	 1682 	 -17
357 	 1673 	 -484
444 	 1327 	 -446
627 	 1301 	 332
234 	 976 	 -80
-159 	 708 	 -514
-12 	 273 	 -171
180 	 96 	 -407
497 	 518 	 399
1049 	 1615 	 1330
720 	 726 	 653
742 	 1104 	 48
410 	 741 	 -599
-506 	 1362 	 -101
-306 	 1666 	 19
336 	 749 	 105
257 	 799 	 249
351 	 591 	 120
77 	 721 	 176
-61 	 973 	 193
108 	 1099 	 364
104 	 877 	 346
323 	 874 	 607
453 	 1677 	 -272
632 	 1818 	 -302
210 	 1832 	 -1
49 	 1132 	 -308
124 	 289 	 -276
136 	 32 	 -425
40 	 -158 	 117
1274 	 1085 	 1249
1194 	 1447 	 1045
949 	 900 	 -63
540 	 1049 	 -494
268 	 759 	 -555
-230 	 1419 	 -697
-974 	 1447 	 -512
-76 	 622 	 701
515 	 805 	 442
374 	 820 	 209
286 	 831 	 -6
-159 	 1637 	 -120
-454 	 1435 	 1366
115 	 1348 	 721
418 	 1685 	 -353
443 	 1512 	 -851
519 	 1292 	 -240
84 	 812 	 -146
-286 	 404 	 -341
0 	 330 	 -291
78 	 53 	 -265
1020 	 886 	 1167
1149 	 1477 	 1173
798 	 673 	 -297
706 	 1391 	 -685
38 	 803 	 -599
-453 	 1338 	 -741
-863 	 1364 	 -363
187 	 606 	 713
631 	 776 	 245
261 	 697 	 3
45 	 1257 	 -163
-607 	 1675 	 635
-2 	 1177 	 984
221 	 1462 	 91
195 	 1638 	 -547
394 	 1404 	 -570
523 	 1093 	 142
98 	 818 	 -197
-289 	 390 	 -302
2 	 259 	 -358
245 	 158 	 11
1287 	 1458 	 1438
861 	 1063 	 874
600 	 732 	 -419
117 	 916 	 -535
-548 	 1359 	 -689
-690 	 1412 	 -251
306 	 538 	 562
593 	 822 	 288
199 	 701 	 123
-14 	 1218 	 -292
-420 	 1498 	 1020
40 	 1318 	 790
325 	 1595 	 -364
502 	 1480 	 -542
554 	 1213 	 138
139 	 950 	 -30
-170 	 637 	 -243
-181 	 310 	 -361
130 	 146 	 -292
524 	 315 	 589
