STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
-732 	 3 	 1224 	
433 	 -20 	 1252 	
779 	 538 	 1542 	
163 	 354 	 1318 	
-284 	 -71 	 638 	
-152 	 -135 	 406 	
-1 	 -235 	 281 	
31 	 -400 	 420 	
-230 	 272 	 1610 	
-115 	 254 	 1998 	
178 	 92 	 1783 	
54 	 -63 	 1018 	
40 	 -427 	 131 	
-212 	 -172 	 539 	
-205 	 264 	 1516 	
-112 	 371 	 1871 	
155 	 -21 	 1174 	
120 	 -308 	 63 	
3 	 -129 	 162 	
-114 	 -75 	 1106 	
-282 	 402 	 1949 	
-83 	 126 	 1707 	
-34 	 -122 	 831 	
-43 	 -104 	 349 	
-35 	 -201 	 468 	
298 	 -155 	 1098 	
146 	 437 	 1776 	
72 	 256 	 1479 	
369 	 28 	 1116 	
283 	 218 	 1108 	
-255 	 -147 	 392 	
-1018 	 -200 	 64 	
260 	 -132 	 1217 	
1393 	 733 	 1775 	
1233 	 207 	 1013 	
670 	 155 	 671 	
419 	 205 	 771 	
348 	 122 	 920 	
-64 	 30 	 1215 	
-777 	 -122 	 1312 	
-633 	 -67 	 1356 	
-115 	 -61 	 1071 	
406 	 -92 	 783 	
884 	 111 	 848 	
1054 	 225 	 907 	
622 	 69 	 1046 	
-387 	 -159 	 1206 	
-1046 	 -142 	 1347 	
-580 	 -170 	 1274 	
-85 	 -193 	 920 	
226 	 -20 	 852 	
756 	 21 	 846 	
1026 	 164 	 944 	
841 	 199 	 1123 	
328 	 11 	 1161 	
-634 	 -146 	 1212 	
-1347 	 -269 	 1106 	
-675 	 -204 	 1221 	
172 	 -247 	 895 	
453 	 57 	 965 	
614 	 132 	 1074 	
527 	 170 	 991 	
231 	 26 	 972 	
-414 	 -176 	 1087 	
-1138 	 -520 	 1109 	
-473 	 -350 	 1124 	
266 	 177 	 993 	
461 	 403 	 1117 	
482 	 297 	 1049 	
280 	 143 	 979 	
39 	 29 	 1065 	
-118 	 -120 	 648 	
-165 	 -532 	 635 	
657 	 -424 	 757 	
945 	 -181 	 1535 	
320 	 -234 	 1508 	
326 	 -277 	 842 	
631 	 -148 	 354 	
612 	 -221 	 13 	
-500 	 -307 	 975 	
-183 	 147 	 1595 	
103 	 36 	 1414 	
-43 	 -214 	 970 	
54 	 -307 	 427 	
-29 	 -281 	 695 	
-145 	 196 	 1592 	
-201 	 -17 	 1401 	
-40 	 -319 	 621 	
-279 	 -179 	 678 	
115 	 -245 	 979 	
457 	 -74 	 1328 	
-240 	 12 	 1414 	
-277 	 -175 	 742 	
312 	 -246 	 706 	
351 	 -125 	 1055 	
-196 	 -55 	 1160 	
-393 	 -234 	 881 	
-199 	 -5 	 1367 	
130 	 -97 	 1165 	
140 	 -358 	 618 	
59 	 -166 	 774 	
718 	 -165 	 1124 	
520 	 -260 	 1044 	
1 	 -279 	 1064 	
-1258 	 110 	 1328 	
-1085 	 -246 	 1174 	
-262 	 -126 	 1259 	
641 	 -385 	 711 	
1067 	 -476 	 672 	
651 	 -216 	 1038 	
-930 	 64 	 1441 	
-1337 	 -180 	 1280 	
-520 	 -123 	 1423 	
535 	 -481 	 688 	
1170 	 -432 	 725 	
749 	 -268 	 898 	
-952 	 -23 	 1148 	
-1340 	 -90 	 1334 	
-404 	 -185 	 1317 	
975 	 -576 	 760 	
1512 	 -399 	 812 	
588 	 -291 	 841 	
-1194 	 -162 	 1133 	
-1267 	 6 	 1588 	
-532 	 -225 	 1121 	
918 	 -651 	 564 	
1621 	 -465 	 1012 	
-25 	 -115 	 1186 	
-1547 	 -10 	 1069 	
-791 	 -229 	 1092 	
667 	 -470 	 913 	
1531 	 -500 	 1042 	
817 	 -311 	 996 	
-856 	 -210 	 966 	
-1400 	 -49 	 1280 	
-704 	 -211 	 1128 	
410 	 -472 	 697 	
1461 	 -570 	 923 	
948 	 -319 	 1126 	
-663 	 -177 	 1106 	
-1222 	 -90 	 1072 	
-489 	 -182 	 1044 	
599 	 -473 	 784 	
1323 	 -663 	 793 	
584 	 -286 	 1171 	
-964 	 -100 	 1128 	
-954 	 -170 	 1122 	
-86 	 -182 	 1104 	
886 	 -708 	 692 	
1233 	 -530 	 932 	
292 	 -290 	 1065 	
-1089 	 -84 	 1025 	
-638 	 -50 	 1372 	
714 	 -691 	 1019 	
1253 	 -551 	 1202 	
297 	 -184 	 847 	
-519 	 -204 	 10 	
-653 	 -244 	 64 	
-128 	 -584 	 938 	
593 	 -730 	 1880 	
796 	 -656 	 1957 	
273 	 -554 	 1133 	
-276 	 -369 	 15 	
-144 	 -296 	 22 	
19 	 -494 	 679 	
252 	 -495 	 1607 	
349 	 -471 	 1942 	
297 	 -549 	 1177 	
-32 	 -504 	 -155 	
-153 	 -407 	 -361 	
17 	 -519 	 760 	
240 	 -356 	 1901 	
361 	 -589 	 1959 	
354 	 -767 	 701 	
-33 	 -306 	 -324 	
4 	 -280 	 18 	
174 	 -637 	 1007 	
211 	 -191 	 1980 	
252 	 -493 	 1638 	
132 	 -369 	 647 	
61 	 -451 	 -532 	
214 	 -349 	 87 	
336 	 -398 	 1557 	
241 	 -371 	 1997 	
283 	 -632 	 1455 	
55 	 -358 	 187 	
-48 	 -135 	 -142 	
328 	 -385 	 68 	
619 	 -371 	 1573 	
532 	 -502 	 1845 	
711 	 -475 	 1262 	
577 	 -422 	 232 	
-389 	 -353 	 7 	
-653 	 -348 	 1286 	
-18 	 -172 	 1997 	
529 	 -654 	 1450 	
1001 	 -891 	 -782 	
901 	 -134 	 -75 	
535 	 -422 	 1074 	
-574 	 -528 	 1972 	
-932 	 -412 	 1977 	
-217 	 -676 	 487 	
428 	 -419 	 -645 	
1814 	 -416 	 270 	
1708 	 -471 	 1410 	
-429 	 -568 	 1395 	
-1455 	 -260 	 1919 	
-794 	 -284 	 1172 	
545 	 -516 	 51 	
1968 	 -476 	 655 	
1270 	 -433 	 1005 	
-1413 	 -493 	 1263 	
-1477 	 -228 	 1882 	
-263 	 -405 	 1282 	
959 	 -698 	 -8 	
1968 	 -410 	 387 	
1282 	 -444 	 1191 	
-1380 	 -512 	 1439 	
-1574 	 -329 	 1840 	
145 	 -437 	 1435 	
1572 	 -778 	 17 	
1806 	 -198 	 585 	
135 	 -344 	 1120 	
-1332 	 -226 	 1677 	
-366 	 -226 	 1906 	
190 	 -366 	 652 	
239 	 -436 	 -616 	
277 	 -292 	 -119 	
385 	 -342 	 1263 	
439 	 -117 	 1995 	
533 	 -376 	 1889 	
224 	 -510 	 597 	
-171 	 -304 	 -315 	
68 	 -240 	 94 	
527 	 -223 	 1538 	
581 	 -11 	 1998 	
489 	 -274 	 1700 	
82 	 -500 	 -8 	
-225 	 -326 	 -952 	
222 	 -297 	 302 	
871 	 94 	 1894 	
872 	 -171 	 1998 	
-263 	 -405 	 1019 	
-378 	 -399 	 27 	
-509 	 -129 	 589 	
-337 	 -6 	 999 	
1536 	 -284 	 1211 	
1929 	 -180 	 897 	
1100 	 -42 	 597 	
234 	 -412 	 995 	
-1415 	 -206 	 1897 	
-1601 	 -268 	 1764 	
170 	 -419 	 824 	
1844 	 -354 	 477 	
1768 	 -102 	 1031 	
-949 	 -481 	 1102 	
-1736 	 -337 	 1619 	
-346 	 -361 	 1495 	
524 	 -332 	 423 	
1751 	 -430 	 224 	
1573 	 -94 	 1169 	
-1217 	 -344 	 1351 	
-1469 	 -286 	 1744 	
19 	 -431 	 1350 	
1324 	 -450 	 100 	
1969 	 -101 	 568 	
182 	 -232 	 1306 	
-1950 	 -363 	 1601 	
-956 	 -432 	 1732 	
953 	 -580 	 404 	
1989 	 -114 	 429 	
1580 	 -157 	 984 	
-979 	 -544 	 1608 	
-1819 	 -372 	 1845 	
-270 	 -258 	 1706 	
1449 	 -631 	 216 	
1732 	 0 	 296 	
999 	 -152 	 481 	
-1042 	 -396 	 990 	
-936 	 -358 	 1783 	
865 	 -180 	 1982 	
1612 	 -649 	 644 	
509 	 -163 	 -974 	
-550 	 -164 	 -92 	
-236 	 -632 	 1470 	
509 	 -23 	 1997 	
794 	 -441 	 1697 	
50 	 -127 	 397 	
-183 	 -545 	 -1092 	
-323 	 -379 	 317 	
312 	 -170 	 1824 	
732 	 15 	 1998 	
425 	 -414 	 1646 	
-131 	 -302 	 374 	
-217 	 -547 	 -1283 	
1299 	 -102 	 138 	
1502 	 112 	 1756 	
-731 	 -292 	 1980 	
-1185 	 -20 	 1994 	
-737 	 -377 	 1028 	
800 	 -511 	 -143 	
1964 	 -155 	 401 	
1803 	 30 	 680 	
728 	 -199 	 793 	
340 	 -323 	 1086 	
-117 	 -384 	 1414 	
-1416 	 -347 	 1632 	
-1700 	 -294 	 1709 	
-12 	 -442 	 786 	
1841 	 -370 	 316 	
1842 	 195 	 1185 	
-717 	 -225 	 1359 	
-1925 	 -264 	 1444 	
-503 	 -492 	 914 	
1547 	 -325 	 485 	
1997 	 -13 	 898 	
639 	 -237 	 1001 	
-1843 	 -367 	 1381 	
-1104 	 -212 	 1628 	
496 	 -453 	 725 	
1796 	 -74 	 654 	
1405 	 -176 	 806 	
-1345 	 -245 	 1405 	
-1443 	 -223 	 1793 	
541 	 -566 	 937 	
1925 	 -223 	 513 	
1573 	 104 	 1266 	
-460 	 -254 	 1223 	
-889 	 174 	 1727 	
-366 	 -78 	 1133 	
-254 	 -497 	 -326 	
317 	 -600 	 -1008 	
549 	 -176 	 981 	
432 	 -131 	 1993 	
551 	 50 	 1998 	
203 	 -109 	 1585 	
-36 	 -623 	 -381 	
199 	 -422 	 -310 	
789 	 29 	 1527 	
505 	 169 	 1998 	
-610 	 -393 	 1363 	
-501 	 -537 	 -45 	
-464 	 -134 	 584 	
229 	 3 	 1259 	
1639 	 -2 	 1523 	
1911 	 -427 	 289 	
1149 	 -74 	 354 	
542 	 -146 	 830 	
-139 	 -256 	 1305 	
-841 	 -225 	 1558 	
-1079 	 -37 	 1797 	
-614 	 -205 	 1364 	
1341 	 -746 	 131 	
1994 	 -155 	 474 	
1112 	 44 	 1276 	
-1117 	 -139 	 1703 	
-1336 	 9 	 1689 	
126 	 -466 	 663 	
726 	 -114 	 617 	
765 	 77 	 871 	
529 	 -79 	 903 	
