#Format version: 1.0
time[ms],gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],
39785410,0.21,-0.35,0.14,1.001,-0.01,0.008,
39785430,0.14,-0.35,0.07,1.001,-0.011,0.009,
39785450,0,-0.56,0.21,1.001,-0.01,0.009,
39785470,0,-0.7,0.28,1.001,-0.011,0.009,
39785490,-0.07,-0.98,0.28,1,-0.011,0.01,
39785510,0,-1.4,0,1,-0.012,0.009,
39785530,-0.07,-1.68,-0.35,1,-0.012,0.008,
39785550,0.07,-1.47,-0.7,1.001,-0.011,0.008,
39785560,0.21,-1.19,-0.84,1.001,-0.011,0.008,
39785580,0.14,-1.47,-1.05,1,-0.011,0.008,
39785600,0.07,-1.75,-1.19,1.001,-0.01,0.007,
39785620,0.21,-1.54,-1.12,1.002,-0.01,0.008,
39785640,0.14,-1.4,-0.77,1.001,-0.01,0.008,
39785660,-0.14,-1.75,-0.21,1,-0.009,0.008,
39785680,-0.7,-2.52,0.21,1.001,-0.01,0.005,
39785700,-0.49,-2.45,0.35,1.001,-0.01,0.005,
39785720,-0.21,-2.31,0.42,1,-0.011,0.005,
39785740,-0.28,-2.52,0.49,0.998,-0.012,0.005,
39785760,-0.28,-2.87,0.21,1.002,-0.011,0.004,
39785780,-0.21,-2.73,-0.14,1.001,-0.011,0.004,
39785790,0,-2.38,-0.7,1.001,-0.013,0.001,
39785810,0.35,-1.05,-1.47,1.003,-0.009,0.003,
39785830,0.28,-0.14,-1.54,1.001,-0.01,0.004,
39785850,0.07,-0.14,-1.47,1.002,-0.01,0.004,
39785870,0,-0.49,-0.91,1,-0.008,0.003,
39785890,0,-0.98,-0.21,1,-0.009,0.003,
39785910,-0.21,-1.47,0.14,1,-0.01,0.003,
39785930,-0.14,-1.54,0.07,1.001,-0.01,0.002,
39785950,-0.14,-1.54,0.07,1.001,-0.01,0.002,
39785970,0.07,-0.84,-0.14,1.003,-0.01,0.001,
39785990,0.56,0.35,-0.28,1.001,-0.011,0.003,
39786010,0.84,0.84,-0.56,1.001,-0.01,0.004,
39786020,0.63,0.91,-0.84,1,-0.011,0.005,
39786040,0.49,0.91,-1.54,1.002,-0.009,0.006,
39786060,0.35,0.56,-1.61,1.002,-0.008,0.006,
39786080,0.14,0,-1.4,1.002,-0.008,0.006,
39786100,0,-0.07,-1.47,1.001,-0.008,0.005,
39786120,0.42,0.7,-1.4,0.999,-0.008,0.005,
39786140,0.49,1.26,-1.26,1.001,-0.006,0.009,
39786160,-0.07,0.98,-0.7,1.001,-0.007,0.008,
39786180,-0.35,0.7,0.21,1,-0.008,0.009,
39786200,-0.56,-0.07,0.84,1.001,-0.008,0.008,
39786220,-0.42,-0.7,0.91,1,-0.009,0.008,
39786230,-0.42,-1.33,0.42,1.001,-0.009,0.009,
39786250,-0.21,-1.61,0,1.002,-0.009,0.006,
39786270,0.21,-1.05,-0.14,1.001,-0.007,0.011,
39786290,-0.49,-1.54,-0.42,0.999,-0.01,0.007,
39786310,-0.7,-1.68,-0.91,1,-0.009,0.008,
39786330,-0.56,-2.03,-0.84,1.002,-0.008,0.006,
39786350,-0.21,-2.03,-0.21,1.001,-0.009,0.006,
39786370,0.07,-2.03,0.07,1.002,-0.009,0.006,
39786390,0.14,-1.82,-0.07,1.002,-0.009,0.007,
39786410,-0.42,-2.03,-0.42,1.003,-0.011,0.008,
39786430,-0.63,-1.68,-0.84,0.999,-0.007,0,
39786450,0.35,-0.49,-0.42,1.001,-0.009,0.005,
39786460,0.56,-0.14,-0.84,1.001,-0.009,0.006,
39786480,0.21,0.07,-1.54,0.999,-0.006,0.007,
39786500,0.07,0.35,-1.12,1,-0.007,0.007,
39786520,-0.21,0,-0.84,1.002,-0.007,0.006,
39786540,-0.07,-0.42,-0.35,1.001,-0.008,0.006,
39786560,0.28,-1.05,0.07,1.003,-0.007,0.006,
39786580,0.49,-1.68,0.21,1,-0.008,0.008,
39786600,0.35,-2.45,0.14,1,-0.008,0.007,
39786620,0.07,-2.66,0.07,0.999,-0.009,0.004,
39786640,0.14,-2.31,-0.21,1.001,-0.007,0.004,
39786660,0.14,-2.03,-0.35,1.001,-0.008,0.005,
39786680,0.14,-1.96,-0.35,1.001,-0.008,0.004,
39786690,0.14,-1.96,-0.35,1.001,-0.008,0.004,
39786710,0.14,-1.75,-0.42,1,-0.009,0.004,
39786730,0,-1.61,-0.63,1.001,-0.008,0.003,
39786750,0,-1.47,-0.77,1,-0.008,0.003,
39786770,0.14,-1.26,-0.7,1.003,-0.007,0.002,
39786790,0.35,-0.77,-0.42,1.002,-0.007,0.002,
39786810,0.42,-0.63,-0.21,1.002,-0.006,0.004,
39786830,0.35,-0.56,-0.14,1,-0.008,0.003,
39786850,0.14,-1.05,-0.21,1.001,-0.007,0.004,
39786870,-0.07,-1.33,-0.21,1.001,-0.008,0.003,
39786890,0.14,-0.84,-0.28,1.001,-0.008,0.002,
39786910,0.28,-0.7,-0.42,0.999,-0.008,0.004,
39786920,0.14,-1.12,-0.49,1.001,-0.008,0.002,
39786940,0.28,-0.98,-0.42,1.002,-0.007,0.002,
39786960,0.63,-0.35,-0.42,1.001,-0.008,0.002,
39786980,0.49,-0.07,-0.35,0.999,-0.007,0.005,
39787000,-0.21,-1.12,-0.28,1.001,-0.007,0.004,
39787020,-0.63,-2.17,0.07,1,-0.008,0.003,
39787040,-0.35,-2.24,0.14,1.001,-0.009,0.001,
39787060,0.21,-1.75,-0.14,1.002,-0.007,0,
39787080,0.49,-0.84,-0.42,1.002,-0.008,0.002,
39787100,0.7,-0.07,-0.56,1.001,-0.008,0.002,
39787120,0.56,0,-0.77,1.001,-0.007,0.002,
39787140,0.28,-0.56,-0.98,1.001,-0.007,0.003,
39787160,0.21,-0.98,-0.77,1.001,-0.007,0.003,
39787170,0,-1.33,-0.49,1.001,-0.007,0.002,
39787190,0.14,-1.19,-0.21,1.001,-0.007,0.001,
39787210,0.21,-0.63,-0.28,1.003,-0.007,0.002,
39787230,0.21,0.14,-0.56,0.999,-0.007,0.002,
39787250,0.21,0.49,-0.49,1,-0.007,0.003,
39787270,0.07,0.07,-0.42,1.002,-0.006,0.004,
39787290,0,-0.14,-0.42,1.001,-0.007,0.004,
39787310,0,-0.28,-0.42,0.999,-0.007,0.003,
39787330,0.07,-0.28,-0.49,0.999,-0.007,0.003,
39787350,0.07,-0.42,-0.56,1.001,-0.007,0.005,
39787370,-0.14,-0.91,-0.91,1.003,-0.006,0.004,
39787390,-0.21,-1.12,-1.05,1,-0.006,0.003,
39787410,-0.14,-0.84,-0.91,1,-0.006,0.004,
39787420,-0.14,-0.98,-0.7,1.002,-0.006,0.004,
39787440,-0.14,-0.98,-0.7,1.002,-0.006,0.004,
39787460,0,-1.05,-0.49,1.001,-0.006,0.003,
39787480,0.14,-0.91,-0.35,1,-0.005,0.004,
39787500,-0.07,-1.4,0,1.002,-0.006,0.003,
39787520,0.07,-1.26,-0.07,1,-0.006,0.003,
39787540,0.21,-0.77,-0.35,1.001,-0.005,0.004,
39787560,0.21,-0.56,-0.42,1.001,-0.006,0.002,
39787580,0.35,-0.21,-0.42,0.999,-0.006,0.004,
39787600,0.28,-0.35,-0.49,1,-0.006,0.005,
39787620,-0.07,-0.91,-0.35,1,-0.005,0.004,
39787640,-0.21,-1.26,-0.07,1.001,-0.006,0.002,
39787660,0.07,-1.05,0.14,1.002,-0.006,0.002,
39787670,0.28,-0.28,0.07,1.001,-0.006,0.004,
39787690,0.07,-0.14,0.21,0.999,-0.006,0.006,
39787710,-0.35,-1.19,0.56,0.999,-0.006,0.004,
39787730,-0.28,-1.68,0.98,1.003,-0.007,0.003,
39787750,0.07,-1.54,0.77,1.002,-0.009,0.002,
39787770,0.14,-1.12,0.21,1,-0.008,0.004,
39787790,-0.14,-1.12,-0.21,1.001,-0.008,0.002,
39787810,0.14,-0.56,-0.56,1.002,-0.008,0.001,
39787830,0.63,0.42,-0.84,1.001,-0.007,0.004,
39787850,0.63,0.63,-0.98,1.001,-0.007,0.005,
39787870,0.28,0.14,-0.77,1.001,-0.008,0.004,
39787890,0.35,0.07,-0.63,1.001,-0.007,0.004,
39787910,0.63,0.49,-0.35,1.001,-0.007,0.004,
39787920,0.77,0.91,-0.28,1.002,-0.006,0.006,
39787940,0.56,1.12,-0.35,0.999,-0.007,0.006,
39787960,0.28,0.77,-0.56,1.001,-0.006,0.008,
39787980,-0.07,0,-0.42,1.002,-0.006,0.006,
39788000,0,-0.49,-0.07,1,-0.007,0.008,
39788020,-0.07,-0.91,0.21,1.001,-0.007,0.005,
39788040,0.21,-0.56,0.14,1.001,-0.007,0.007,
39788060,0.07,-0.49,0.14,1,-0.007,0.007,
39788080,-0.21,-0.63,0.21,1.001,-0.008,0.008,
39788100,-0.42,-1.26,0.21,1,-0.007,0.008,
39788120,-0.63,-2.31,0.35,1,-0.007,0.008,
39788140,-0.91,-3.15,0.42,0.999,-0.008,0.007,
39788160,-1.4,-3.57,0.21,1,-0.008,0.005,
39788170,-1.4,-3.57,0.21,1,-0.008,0.005,
39788190,-1.68,-3.15,0.42,1.002,-0.008,0.002,
39788210,-0.77,-1.89,0.7,1.003,-0.009,0.002,
39788230,-0.28,-0.28,0.7,1.004,-0.005,0.006,
39788250,-0.98,-0.28,0.77,0.999,-0.012,0.005,
39788270,-1.19,-1.12,-0.14,1.001,-0.013,0.002,
39788290,-0.21,-0.98,-1.26,1.001,-0.013,0,
39788310,1.33,0.7,-1.89,0.999,-0.007,0.002,
39788330,1.68,2.1,-2.03,0.998,-0.008,0.008,
39788350,0.63,1.05,-2.03,1.001,-0.007,0.006,
39788370,0.28,0.07,-1.19,1.004,-0.006,0.005,
39788390,0.28,-0.28,-0.14,1,-0.007,0.007,
39788410,-0.21,-1.12,0.28,1.001,-0.008,0.005,
39788420,0,-0.84,0.35,1.001,-0.007,0.005,
39788440,0.42,-0.14,0.49,1,-0.008,0.006,
39788460,0.14,-0.42,0.56,1,-0.008,0.008,
39788480,-0.14,-0.84,0.42,1.003,-0.008,0.005,
39788500,0.07,-0.07,0.35,1,-0.007,0.007,
39788520,-0.14,-0.49,0.7,0.999,-0.009,0.008,
39788540,-0.42,-1.4,0.7,1.001,-0.011,0.005,
39788560,0.07,-1.05,0.35,1,-0.011,0.005,
39788580,0.49,-0.56,-0.21,1.002,-0.011,0.005,
39788600,0.84,0.14,-0.56,0.999,-0.01,0.007,
39788620,0.56,0.07,-0.7,1.001,-0.009,0.007,
39788640,0.42,-0.42,-0.35,0.999,-0.01,0.009,
39788660,0.14,-1.61,-0.35,1.002,-0.009,0.006,
39788670,0.28,-1.61,-0.56,1.001,-0.009,0.007,
39788690,0.28,-1.61,-0.77,0.998,-0.011,0.007,
39788710,0.07,-1.68,-1.19,1.002,-0.007,0.006,
39788730,0,-1.54,-0.91,1,-0.009,0.004,
39788750,0.14,-1.4,-0.91,1.003,-0.007,0.004,
39788770,0.28,-0.63,-0.63,1.001,-0.007,0.006,
39788790,0.14,-0.49,-0.49,1,-0.008,0.007,
39788810,-0.28,-1.26,-0.49,1,-0.008,0.006,
39788830,-0.49,-1.61,-0.56,1.002,-0.008,0.004,
39788850,-0.21,-1.05,-0.49,1.001,-0.008,0.004,
39788870,0,-0.49,-0.35,1.001,-0.008,0.006,
39788890,-0.35,-0.42,-0.21,1.001,-0.008,0.005,
39788910,-0.49,-0.77,0,1.004,-0.006,0.006,
39788920,-0.49,-0.77,0,1.004,-0.006,0.006,
39788940,-0.7,-0.91,0.42,1,-0.007,0.005,
39788960,-0.7,-0.84,0.84,1,-0.007,0.005,
39788980,-0.77,-0.84,1.47,1.001,-0.007,0.005,
39789000,-0.98,-1.33,1.89,0.998,-0.015,0.005,
39789020,-0.91,-2.24,0.98,1.002,-0.011,0.005,
39789040,-1.05,-2.66,0.56,1,-0.011,0.005,
39789060,-1.26,-3.08,0.07,1,-0.011,0.002,
39789080,-1.12,-2.59,-0.56,1.001,-0.011,0.001,
39789100,-0.7,-1.89,-0.98,1.002,-0.011,0.001,
39789120,-0.63,-1.61,-1.05,0.999,-0.01,0.003,
39789140,-0.84,-1.89,-0.91,1.003,-0.01,0,
39789160,-0.28,-1.12,-0.49,1.003,-0.01,0,
39789170,0,-0.63,0,1.002,-0.009,0.001,
39789190,0.07,0.07,0.07,1.003,-0.008,0.002,
39789210,-0.21,0.42,0.14,0.999,-0.011,0.001,
39789230,-0.14,0.63,0.21,1.001,-0.01,0.003,
39789250,-0.21,0.56,0.49,1.001,-0.011,0.003,
39789270,-0.14,0.07,0.35,1,-0.012,0.004,
39789290,-0.35,-0.91,0.49,1,-0.012,0.003,
39789310,-0.28,-1.33,0.91,1.001,-0.012,0.002,
39789330,-0.07,-1.12,0.91,1,-0.013,0.003,
39789350,-0.28,-1.4,0.56,1.001,-0.014,0.003,
39789370,-0.28,-1.68,0.42,1.001,-0.013,0.003,
39789380,-0.35,-2.38,0.49,1,-0.014,0.001,
39789400,-0.35,-2.66,0.49,0.999,-0.013,0.001,
39789420,-0.35,-2.45,0.56,1,-0.012,-0.003,
39789440,0.56,-1.05,0.7,1.005,-0.018,0.003,
39789460,0.49,-0.42,-0.21,1.002,-0.015,0,
39789480,0.7,0.21,-0.56,1.001,-0.014,0.001,
39789500,0.56,0.35,-0.7,1,-0.013,0.002,
39789520,0.35,0,-0.63,1.001,-0.014,0.002,
39789540,0.28,-0.28,-0.63,1.001,-0.014,0.002,
39789560,0.21,-0.21,-0.56,1.001,-0.014,0.002,
39789580,0.07,-0.49,-0.35,1.001,-0.014,0.002,
39789600,0.14,-0.7,-0.42,0.999,-0.012,0.003,
39789610,0.21,-0.91,-0.35,1.003,-0.013,0.002,
39789630,0.35,-0.77,-0.35,1.001,-0.013,0.002,
39789650,0.42,-0.56,-0.28,1,-0.013,0.003,
39789670,0.42,-0.56,-0.28,1,-0.013,0.003,
39789690,0.28,-0.91,-0.35,1,-0.013,0.002,
39789710,0.28,-1.19,-0.42,1.001,-0.012,0.002,
39789730,0.28,-0.91,-0.42,1.002,-0.015,0,
39789750,0.77,0,-0.56,1.002,-0.014,0.001,
39789770,0.98,0.7,-0.63,1,-0.013,0.004,
39789790,0.49,0.14,-0.77,1,-0.013,0.005,
39789810,-0.14,-1.19,-0.56,1.002,-0.013,0.004,
39789830,-0.14,-1.75,-0.21,1.002,-0.014,0.003,
39789840,0.07,-1.47,-0.21,1,-0.013,0.002,
39789860,0.14,-0.91,-0.49,1,-0.013,0.001,
39789880,0.14,-0.49,-0.56,1.002,-0.011,0.004,
39789900,0,-0.7,-0.14,1,-0.012,0.003,
39789920,-0.14,-1.4,0.28,1.003,-0.014,0.002,
39789940,0,-1.33,0.07,1.002,-0.013,0.002,
39789960,-0.07,-1.05,-0.14,1.001,-0.013,0.004,
39789980,-0.42,-1.26,-0.28,0.999,-0.014,0.003,
39790000,-0.7,-1.75,-0.42,1.001,-0.014,0,
39790020,-0.63,-1.61,-0.49,1,-0.014,0.001,
39790040,-0.63,-1.61,-0.63,1.001,-0.013,0.001,
39790060,-0.49,-1.19,-0.7,1.005,-0.011,0,
39790070,-0.7,-0.77,-0.49,1,-0.013,0,
39790090,-0.77,-0.28,-0.56,0.998,-0.013,0,
39790110,-0.77,-0.28,-0.77,1,-0.012,0.002,
39790130,-0.77,-0.56,-0.42,1.001,-0.014,0.001,
39790150,-0.28,-0.91,-0.14,1.001,-0.013,0.002,
39790170,-0.63,-1.61,-0.28,0.998,-0.012,0.006,
39790190,-2.24,-3.57,-0.77,0.998,-0.012,0.005,
39790210,-2.94,-4.76,-0.91,0.999,-0.012,-0.004,
39790230,-1.68,-4.06,0.07,1.004,-0.015,-0.004,
39790250,-0.63,-2.66,-0.14,1.004,-0.014,-0.004,
39790270,0.14,-1.26,-0.14,1.002,-0.012,-0.003,
39790280,0.35,-0.49,0.07,1.001,-0.013,-0.003,
39790300,0.91,0.42,0,1.002,-0.013,-0.002,
39790320,1.26,0.56,-0.07,1.001,-0.014,-0.002,
39790340,1.33,0.84,-0.35,1.001,-0.013,0,
39790360,1.26,0.98,-0.49,1.003,-0.013,-0.001,
39790380,1.54,1.82,-0.63,1.001,-0.013,-0.001,
39790400,1.54,1.82,-0.63,1.001,-0.013,-0.001,
39790420,2.03,2.45,-0.49,0.999,-0.012,0.002,
39790440,1.61,1.96,-0.28,0.999,-0.013,0.002,
39790460,1.4,1.54,-0.63,1,-0.014,0.001,
39790480,1.89,1.89,-0.91,1.001,-0.013,0.003,
39790500,2.31,1.89,-0.56,1.003,-0.011,0.005,
39790510,2.24,2.03,-0.35,1.002,-0.012,0.008,
39790530,1.4,1.33,-0.56,0.997,-0.013,0.008,
39790550,0.77,-0.21,-0.84,1.001,-0.013,0.005,
39790570,0.98,-1.33,-1.05,1.006,-0.021,0.013,
39790590,-0.35,-2.73,-4.62,1.008,-0.003,0,
39790610,0.91,2.17,-4.48,1.002,-0.02,0.006,
39790630,-0.77,5.6,-8.05,0.987,0.003,-0.002,
39790650,1.19,7.63,-5.39,1.001,-0.004,0.021,
39790670,0.56,5.53,-2.94,1.005,-0.002,0.016,
39790690,-1.12,1.75,-1.82,1.014,-0.018,0.02,
39790710,-1.4,0.84,-2.87,0.993,0.006,0.006,
39790730,0.49,0.21,-0.77,0.982,0,0.026,
39790750,-1.4,-2.8,-0.84,1.002,-0.003,0.014,
39790760,-0.91,-2.38,-0.35,1.002,-0.003,0.011,
39790780,0.21,-2.52,0.14,0.997,-0.002,0.018,
39790800,-0.49,-4.62,0.42,0.999,-0.003,0.014,
39790820,-0.77,-5.74,0.49,1.002,-0.002,0.01,
39790840,-1.26,-4.97,0.28,0.995,-0.003,0.009,
39790860,0,-3.5,-0.35,1.012,0,0.01,
39790880,-0.91,-3.08,0.07,0.995,-0.003,0.006,
39790900,-0.84,-2.8,0.49,1.003,-0.004,0.008,
39790920,-0.7,-2.8,0.7,1.004,-0.004,0.003,
39790940,0.42,-1.82,1.05,1,-0.004,0.006,
39790960,0.63,-1.54,0.98,1.001,-0.005,0.006,
39790980,0.7,-0.63,0.63,1.003,-0.004,0.006,
39791000,0.7,0.07,0.49,0.998,-0.004,0.007,
39791010,0.84,-0.42,1.4,0.999,-0.002,0.004,
39791030,1.33,-0.49,1.82,1.004,-0.01,0.006,
39791050,1.26,-0.63,0.21,1.002,-0.008,0.008,
39791070,0.7,-1.33,-0.77,0.997,-0.008,0.009,
39791090,-0.07,-2.38,-1.33,1.004,-0.006,0.007,
39791110,-0.28,-2.94,-1.33,1,-0.008,0.006,
39791130,-0.35,-3.71,-2.17,1,-0.014,0.006,
39791150,-0.35,-3.71,-2.17,1,-0.014,0.006,
39791170,-0.49,-4.06,-3.57,1.002,0,0.002,
39791190,-0.49,-4.06,-2.94,1,-0.008,0.004,
39791210,-1.12,-4.48,-3.43,1.002,0.005,0,
39791230,-1.05,-3.85,-1.47,1.002,0.001,0.001,
39791250,-1.4,-3.22,-0.35,1.001,0,0.001,
39791260,-1.54,-2.66,0.35,1,-0.001,-0.005,
39791280,-0.42,-1.4,1.12,1.003,0,-0.002,
39791300,-0.14,-0.91,2.03,1.002,-0.003,0,
39791320,-0.35,-1.26,2.38,1,-0.004,-0.002,
39791340,-0.28,-0.84,2.03,1.002,-0.006,-0.001,
39791360,0,0.21,0.7,1.002,-0.008,-0.002,
39791380,0.42,0.77,-0.49,1,-0.007,0,
39791400,0.63,0.21,-0.84,1.001,-0.006,0,
39791420,0.77,-0.35,-0.84,1.001,-0.004,0.001,
39791440,0.42,-0.21,-0.98,1,-0.004,0,
39791460,-0.28,-0.42,-1.19,1.001,-0.004,0.001,
39791480,-0.49,-0.77,-1.12,1.003,-0.005,0,
39791500,-0.42,-0.42,-1.4,1.003,-0.005,0,
39791510,-0.49,0,-1.82,0.998,-0.001,0,
39791530,-0.35,-0.21,-1.47,0.999,-0.001,0,
39791550,-0.35,-0.63,-0.98,1.001,-0.002,0.001,
39791570,-0.63,-1.82,-0.28,1.002,-0.002,0,
39791590,-0.35,-1.89,0.21,0.999,-0.003,0,
39791610,-0.14,-1.4,-0.14,1,-0.003,0,
39791630,-0.21,-1.05,-0.28,0.998,-0.002,0.001,
39791650,-0.35,-1.54,0.21,1.001,-0.001,0.001,
39791670,-0.7,-2.52,0.84,1.002,-0.004,-0.001,
39791690,-0.35,-2.59,0.84,1.001,-0.005,-0.002,
39791710,0.07,-2.24,0.63,1,-0.004,-0.002,
39791730,0.35,-1.82,0.49,1,-0.005,-0.003,
39791750,0.42,-1.33,0.28,1,-0.003,0,
39791760,-0.07,-1.68,0.63,1.001,-0.004,0,
39791780,-0.56,-2.24,0.63,1.002,-0.004,-0.003,
39791800,-0.28,-1.89,1.05,1.001,-0.003,-0.004,
39791820,-0.42,-2.31,1.19,1.001,-0.008,-0.002,
39791840,-0.49,-2.8,0.63,1.002,-0.007,-0.005,
39791860,-0.21,-2.31,0.35,1.002,-0.007,-0.006,
39791880,0.21,-1.54,0.14,1.004,-0.008,-0.006,
39791900,0.21,-1.54,0.14,1.004,-0.008,-0.006,
39791920,0.63,-0.56,-0.35,1.001,-0.008,-0.008,
39791940,1.26,0.35,-0.84,1.001,-0.005,-0.002,
39791960,0.56,0.14,-0.84,1.005,-0.006,-0.004,
39791980,0.56,0.49,-0.42,1,-0.007,-0.004,
39792000,0.49,0.35,-0.56,1,-0.006,-0.002,
39792010,0.14,-0.21,-0.42,1.002,-0.006,-0.002,
39792030,0.07,-0.49,-0.14,1.002,-0.007,-0.004,
39792050,0.07,-0.63,-0.21,1,-0.006,-0.002,
39792070,-0.07,-1.12,-0.21,1.001,-0.007,-0.004,
39792090,0.14,-0.49,0,1.001,-0.006,-0.004,
39792110,0.35,0.14,0.28,0.999,-0.004,-0.005,
39792130,0.98,0.84,0.98,1.002,-0.011,-0.001,
39792150,1.12,0.77,0.28,1.002,-0.008,-0.002,
39792170,1.26,1.19,-0.42,1,-0.007,-0.001,
39792190,1.12,1.47,-0.91,1,-0.008,0,
39792210,0.77,0.98,-0.91,1.002,-0.007,0,
39792230,0.63,-0.14,-0.63,1.002,-0.006,0.002,
39792250,-0.14,-2.03,-0.7,1.003,-0.011,0.004,
39792260,-1.75,-3.64,-3.15,0.998,-0.014,0,
39792280,-1.54,-2.94,-4.41,0.999,0.003,-0.005,
39792300,-0.84,-1.47,-2.59,1,-0.001,-0.004,
39792320,-0.28,-0.56,-0.7,1.001,-0.003,-0.003,
39792340,0.35,-0.98,1.19,1,-0.004,-0.001,
39792360,0.63,-2.31,2.17,1.001,-0.006,-0.001,
39792380,0.21,-3.64,2.17,1.001,-0.006,-0.003,
39792400,0.21,-2.94,1.19,1.001,-0.007,-0.007,
39792420,1.05,-0.35,-0.77,1.002,-0.007,-0.006,
39792440,1.05,1.47,-3.36,1.003,-0.012,-0.001,
39792460,0.35,1.96,-5.32,1,0.003,-0.002,
39792480,0.63,2.1,-2.94,1,-0.001,0,
39792500,0.56,1.96,-1.19,1.002,-0.001,0,
39792510,0.56,1.68,0.35,1.001,0,0,
39792530,0.98,1.4,2.03,1,-0.001,0,
39792550,1.33,0.77,3.01,0.999,-0.007,0.003,
39792570,1.05,-0.35,2.24,1.001,-0.009,0.001,
39792590,0.98,-0.21,0.56,0.999,-0.007,0.003,
39792610,0.49,-0.49,-0.98,1,-0.006,0.001,
39792630,0.42,-0.07,-1.96,1.002,-0.006,0.005,
39792650,0.42,-0.07,-1.96,1.002,-0.006,0.005,
39792670,-0.42,-0.56,-2.87,1.001,-0.005,0.003,
39792690,-0.56,-1.12,-2.8,1,-0.002,0.001,
39792710,-0.21,-1.33,-1.54,1.001,0,0.002,
39792730,-0.14,-1.61,0,1.001,-0.002,0.002,
