#Format version: 1.0
time[ms],gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],
39728930,0,-0.77,-0.21,1.001,-0.017,0.007,
39728950,-0.07,-1.05,-0.35,1.001,-0.017,0.006,
39728970,0,-0.49,-0.49,1.002,-0.017,0.006,
39728990,0.14,0.42,-0.7,1,-0.016,0.007,
39729010,0,0.21,-0.63,1,-0.016,0.007,
39729030,-0.07,-0.07,-0.42,1.002,-0.017,0.007,
39729050,0,-0.28,-0.28,1.002,-0.016,0.007,
39729070,0.07,-0.07,-0.42,1.001,-0.016,0.007,
39729080,0.07,-0.28,-0.49,1.001,-0.016,0.009,
39729100,-0.07,-0.42,-0.35,1.001,-0.016,0.008,
39729120,-0.07,-0.49,-0.42,1,-0.016,0.009,
39729140,-0.14,-0.63,-0.63,1.001,-0.016,0.008,
39729160,-0.14,-0.77,-0.63,1.001,-0.017,0.008,
39729180,-0.07,-1.19,-0.21,1.001,-0.017,0.008,
39729200,0.07,-1.47,0,1.001,-0.017,0.007,
39729220,0.28,-1.12,-0.07,1.001,-0.016,0.007,
39729240,0.35,-0.49,-0.14,1.001,-0.017,0.008,
39729260,0.21,-0.28,-0.28,0.999,-0.016,0.01,
39729280,-0.07,-1.05,-0.35,1,-0.016,0.008,
39729300,-0.07,-1.54,-0.42,1.002,-0.017,0.007,
39729310,0.07,-1.05,-0.42,1.002,-0.016,0.007,
39729330,0.14,-0.42,-0.42,1.001,-0.016,0.009,
39729350,0,-0.42,-0.42,1.002,-0.016,0.007,
39729370,0,-0.42,-0.28,1.001,-0.017,0.008,
39729390,0,-0.77,-0.21,1.001,-0.017,0.007,
39729410,0.14,-0.77,-0.28,1.001,-0.016,0.008,
39729430,0.07,-0.63,-0.49,1.001,-0.015,0.008,
39729450,-0.07,-0.14,-0.56,1.002,-0.017,0.008,
39729470,0.07,0,-0.49,1.001,-0.016,0.008,
39729490,0.07,0,-0.49,1.001,-0.016,0.008,
39729510,0.14,-0.42,-0.42,1,-0.016,0.009,
39729530,0.07,-1.12,-0.35,1,-0.016,0.009,
39729540,0.07,-1.33,-0.28,1.002,-0.016,0.008,
39729560,0.21,-0.84,-0.21,1.001,-0.016,0.009,
39729580,0.14,-0.91,-0.21,1.001,-0.016,0.008,
39729600,0.07,-0.98,-0.14,1.001,-0.016,0.008,
39729620,0.14,-0.91,-0.21,1.002,-0.016,0.008,
39729640,0.21,-0.63,-0.21,1.001,-0.017,0.008,
39729660,0.21,-0.49,-0.21,1,-0.016,0.009,
39729680,0.07,-0.91,-0.14,1,-0.016,0.009,
39729700,0,-1.33,-0.21,1.001,-0.016,0.008,
39729720,0.07,-1.05,-0.35,1.001,-0.016,0.007,
39729740,0,-0.63,-0.42,1,-0.016,0.008,
39729760,-0.07,-0.77,-0.35,1.002,-0.016,0.007,
39729770,0.21,-0.63,-0.14,1.001,-0.016,0.008,
39729790,0.35,-0.07,-0.35,1,-0.016,0.009,
39729810,0.07,0,-0.63,1.002,-0.016,0.009,
39729830,0.14,0.42,-0.49,1.002,-0.016,0.009,
39729850,0.21,0.49,-0.21,1,-0.016,0.011,
39729870,0.14,-0.42,-0.21,1,-0.017,0.011,
39729890,0,-1.26,-0.28,1.001,-0.016,0.009,
39729910,0.07,-1.26,-0.28,1.002,-0.016,0.009,
39729930,0.07,-0.84,-0.28,1.001,-0.016,0.009,
39729950,-0.07,-0.42,-0.42,1,-0.016,0.009,
39729970,-0.07,-0.21,-0.49,1.002,-0.016,0.009,
39729980,0.14,0.49,-0.49,1.002,-0.016,0.01,
39730000,0.21,0.56,-0.35,1.001,-0.016,0.01,
39730020,0.07,0.14,-0.28,1,-0.016,0.011,
39730040,0.07,-0.28,-0.35,1.001,-0.016,0.012,
39730060,0.07,-0.49,-0.42,1,-0.016,0.011,
39730080,0.14,-0.7,-0.42,1,-0.016,0.011,
39730100,0.07,-1.05,-0.28,1.001,-0.017,0.012,
39730120,-0.07,-1.82,-0.14,1.001,-0.017,0.011,
39730140,0,-1.96,-0.07,1.001,-0.016,0.01,
39730160,0.07,-1.4,-0.21,1.001,-0.017,0.01,
39730180,0.07,-0.98,-0.28,1.001,-0.017,0.01,
39730200,-0.07,-0.98,-0.35,1.001,-0.016,0.01,
39730210,-0.07,-0.98,-0.35,1.001,-0.016,0.01,
39730230,-0.14,-1.12,-0.42,1.001,-0.017,0.01,
39730250,-0.07,-1.19,-0.49,1.001,-0.017,0.009,
39730270,0.14,-0.98,-0.35,1.002,-0.016,0.009,
39730290,0.28,-0.56,-0.21,1.001,-0.015,0.01,
39730310,0.07,-0.21,-0.28,1,-0.016,0.011,
39730330,-0.07,-0.21,-0.28,1.001,-0.017,0.009,
39730350,0.07,0,-0.21,1.001,-0.016,0.01,
39730370,0.07,-0.42,-0.21,1,-0.016,0.011,
39730390,0.07,-0.7,-0.35,1.001,-0.016,0.011,
39730410,0.07,-0.77,-0.49,1.001,-0.015,0.012,
39730430,-0.14,-1.19,-0.42,1,-0.017,0.01,
39730440,0,-1.05,-0.28,1.001,-0.016,0.01,
39730460,0.14,-0.7,-0.28,1.002,-0.016,0.01,
39730480,0.14,-0.56,-0.35,1,-0.016,0.012,
39730500,0,-0.91,-0.14,1.002,-0.016,0.009,
39730520,0.07,-0.84,0,1.001,-0.017,0.01,
39730540,0.07,-0.84,-0.07,1.001,-0.016,0.01,
39730560,0.14,-0.84,-0.21,1.001,-0.017,0.01,
39730580,0.14,-0.49,-0.28,1.001,-0.017,0.01,
39730600,0.07,-0.07,-0.56,1,-0.017,0.011,
39730620,0,-0.21,-0.42,1.001,-0.016,0.011,
39730640,0.07,-0.77,-0.28,1.001,-0.017,0.011,
39730660,0.07,-1.33,-0.21,1,-0.017,0.011,
39730670,-0.07,-1.19,-0.35,1.001,-0.016,0.01,
39730690,0,-0.84,-0.35,1.002,-0.016,0.01,
39730710,0.14,-0.63,-0.28,1.001,-0.017,0.01,
39730730,0.35,-0.49,-0.14,1.001,-0.016,0.011,
39730750,0.14,-0.35,-0.35,1,-0.017,0.011,
39730770,-0.07,-0.63,-0.42,1,-0.017,0.011,
39730790,0,-1.05,-0.21,1.002,-0.016,0.011,
39730810,0.07,-1.26,-0.07,1,-0.016,0.011,
39730830,0.14,-1.4,-0.07,1.002,-0.017,0.01,
39730850,0.07,-1.4,-0.07,1.001,-0.017,0.011,
39730870,0,-1.61,-0.21,1.001,-0.017,0.011,
39730890,-0.07,-1.54,-0.28,1.001,-0.017,0.009,
39730910,0,-0.98,-0.35,1.001,-0.016,0.01,
39730920,0,-0.7,-0.42,1.002,-0.017,0.009,
39730940,0.14,-0.07,-0.35,1.002,-0.017,0.009,
39730960,0.14,-0.07,-0.35,1.002,-0.017,0.009,
39730980,0.28,0.35,-0.42,1.001,-0.017,0.011,
39731000,0.07,0,-0.42,1,-0.017,0.011,
39731020,-0.07,-0.35,-0.49,1.001,-0.016,0.01,
39731040,-0.07,-0.28,-0.49,1.001,-0.016,0.011,
39731060,-0.07,-0.14,-0.42,1,-0.017,0.012,
39731080,-0.21,-0.84,-0.28,1.001,-0.016,0.012,
39731100,-0.14,-1.54,-0.07,1.002,-0.016,0.01,
39731120,0.14,-1.26,0.21,1.001,-0.017,0.011,
39731140,0.07,-1.26,0.07,1.001,-0.016,0.012,
39731160,0,-1.26,0.14,1.002,-0.016,0.01,
39731170,0.14,-0.77,-0.07,1,-0.017,0.011,
39731190,-0.14,-0.91,-0.35,1.001,-0.016,0.012,
39731210,-0.35,-1.47,-0.28,1.001,-0.017,0.009,
39731230,-0.07,-1.47,-0.35,1.001,-0.017,0.01,
39731250,0.07,-1.26,-0.21,1.001,-0.017,0.009,
39731270,0.14,-0.84,-0.35,1,-0.017,0.01,
39731290,-0.07,-0.49,-0.56,1,-0.017,0.01,
39731310,-0.14,-0.7,-0.49,1.001,-0.018,0.01,
39731330,-0.07,-0.77,-0.35,1.001,-0.017,0.011,
39731350,-0.07,-0.91,-0.35,1.002,-0.017,0.009,
39731370,0,-0.7,-0.35,1.002,-0.017,0.01,
39731390,0,-0.91,-0.28,1.001,-0.017,0.01,
39731410,0,-0.98,-0.14,1,-0.017,0.01,
39731420,0,-0.98,-0.28,1.001,-0.017,0.009,
39731440,0,-0.91,-0.35,1.001,-0.017,0.009,
39731460,-0.07,-1.12,-0.35,1.001,-0.016,0.01,
39731480,0.07,-0.77,-0.28,1.002,-0.017,0.009,
39731500,0.28,-0.42,-0.28,1.001,-0.017,0.009,
39731520,0.21,-0.42,-0.35,1,-0.016,0.012,
39731540,-0.14,-0.42,-0.56,1.002,-0.016,0.01,
39731560,-0.14,-0.14,-0.42,1.002,-0.016,0.009,
39731580,0.28,0.28,-0.28,1.001,-0.017,0.009,
39731600,0.49,0.14,-0.28,1,-0.016,0.012,
39731620,0.35,-0.21,-0.14,1.002,-0.017,0.01,
39731640,0.49,-0.21,-0.07,1,-0.017,0.011,
39731660,0.28,-0.49,-0.21,0.999,-0.017,0.013,
39731670,-0.28,-1.26,-0.49,1.001,-0.017,0.012,
39731690,-0.28,-1.26,-0.49,1.001,-0.017,0.009,
39731710,-0.28,-1.26,-0.49,1.001,-0.017,0.009,
39731730,0.21,-0.7,-0.42,1.002,-0.016,0.01,
39731750,0.42,-0.14,-0.35,1.001,-0.017,0.013,
39731770,0.07,-0.28,-0.35,1.001,-0.017,0.012,
39731790,-0.21,-0.56,-0.28,1.001,-0.017,0.011,
39731810,0.07,-0.49,-0.07,1.001,-0.017,0.011,
39731830,0.14,-0.56,-0.14,1,-0.017,0.012,
39731850,0.07,-0.84,-0.28,1.001,-0.017,0.012,
39731870,0.07,-0.84,-0.28,1.001,-0.017,0.011,
39731890,0.07,-0.63,-0.28,1.001,-0.017,0.012,
39731910,-0.07,-0.7,-0.28,1.001,-0.018,0.011,
39731920,0.07,-0.28,-0.42,1.001,-0.017,0.012,
39731940,0.21,0.14,-0.42,1.001,-0.017,0.012,
39731960,0.07,-0.07,-0.28,1.001,-0.016,0.012,
39731980,0,-0.42,-0.28,1.002,-0.017,0.012,
39732000,0.28,-0.21,-0.28,1.001,-0.017,0.013,
39732020,0.28,-0.56,-0.28,1.001,-0.017,0.013,
39732040,0.14,-0.84,-0.21,0.999,-0.018,0.013,
39732060,0,-1.05,-0.42,1.001,-0.018,0.012,
39732080,0.07,-0.91,-0.42,1.001,-0.017,0.013,
39732100,0.07,-1.33,-0.35,1.001,-0.017,0.011,
39732120,0.14,-1.12,-0.28,1.002,-0.016,0.012,
39732140,0.28,-0.49,-0.21,1.001,-0.017,0.011,
39732160,0.42,-0.28,-0.28,1,-0.017,0.014,
39732170,0.07,-0.98,-0.42,1,-0.017,0.011,
39732190,0.14,-0.84,-0.49,1,-0.017,0.013,
39732210,0,-0.98,-0.49,1,-0.016,0.014,
39732230,-0.28,-0.98,-0.49,1.002,-0.017,0.012,
39732250,0.07,-0.49,-0.35,1.001,-0.017,0.012,
39732270,0.14,-0.56,-0.14,1,-0.017,0.012,
39732290,0.07,-0.98,-0.14,1,-0.017,0.014,
39732310,-0.07,-1.4,-0.28,1,-0.017,0.012,
39732330,-0.07,-1.12,-0.28,1.001,-0.017,0.011,
39732350,0.21,-0.91,-0.28,1.002,-0.017,0.012,
39732370,0.21,-1.4,-0.21,1.001,-0.017,0.012,
39732390,0.14,-1.4,-0.21,1.001,-0.017,0.012,
39732410,0,-1.19,-0.28,1.001,-0.017,0.011,
39732420,0.14,-0.91,-0.28,1.001,-0.018,0.011,
39732440,0.28,-1.05,-0.28,1.001,-0.017,0.012,
39732460,0.28,-1.05,-0.28,1.001,-0.017,0.012,
39732480,0.14,-1.54,-0.21,1,-0.017,0.012,
39732500,-0.21,-1.68,-0.14,1.002,-0.018,0.01,
39732520,-0.07,-1.33,0,1,-0.018,0.01,
39732540,0,-1.47,-0.07,1,-0.017,0.01,
39732560,0.28,-1.54,-0.21,1.001,-0.017,0.01,
39732580,0.14,-1.61,-0.21,1.001,-0.017,0.011,
39732600,-0.14,-1.47,-0.14,1.001,-0.017,0.01,
39732620,0,-1.4,-0.07,1.001,-0.018,0.008,
39732640,0.35,-1.26,-0.21,1.001,-0.017,0.009,
39732660,0.28,-1.33,-0.21,1.002,-0.017,0.009,
39732670,0.14,-1.05,-0.28,1.001,-0.017,0.009,
39732690,0.14,-1.05,-0.28,1.001,-0.018,0.008,
39732710,0.35,-1.33,-0.28,1.001,-0.017,0.009,
39732730,0.21,-1.68,-0.28,1.001,-0.017,0.008,
39732750,0.07,-1.47,-0.35,1.002,-0.018,0.008,
39732770,0,-0.98,-0.42,1.001,-0.017,0.008,
39732790,0.14,-0.56,-0.42,1.001,-0.017,0.008,
39732810,0.21,-0.42,-0.21,1.001,-0.017,0.009,
39732830,0.14,-0.84,0,1,-0.018,0.009,
39732850,-0.07,-1.61,-0.14,1,-0.018,0.008,
39732870,-0.07,-2.03,-0.21,1.001,-0.018,0.007,
39732890,0.14,-2.24,-0.14,1.001,-0.018,0.006,
39732910,0.28,-1.89,-0.35,1.002,-0.019,0.007,
39732920,0.35,-1.05,-0.42,1.002,-0.017,0.007,
39732940,0.21,-0.63,-0.28,1.001,-0.017,0.007,
39732960,0,-0.84,-0.28,1.001,-0.018,0.006,
39732980,0,-1.19,-0.21,1.002,-0.018,0.006,
39733000,0.21,-0.7,-0.21,1,-0.018,0.007,
39733020,0,-0.84,-0.14,1,-0.018,0.007,
39733040,-0.07,-0.91,-0.21,1.001,-0.018,0.006,
39733060,0.07,-0.7,-0.28,1.002,-0.018,0.007,
39733080,0.07,-0.91,-0.28,1.001,-0.018,0.007,
39733100,0,-1.4,0,1,-0.018,0.007,
39733120,0.07,-1.68,0.14,1.002,-0.018,0.005,
39733130,0.35,-1.12,0.14,1,-0.019,0.006,
39733150,0.21,-1.05,-0.07,0.999,-0.019,0.007,
39733170,-0.07,-1.47,-0.35,1,-0.018,0.005,
39733190,-0.07,-1.47,-0.35,1,-0.018,0.005,
39733210,-0.07,-0.98,-0.63,1.003,-0.018,0.004,
39733230,0.07,-0.28,-0.77,1.001,-0.018,0.006,
39733250,0.07,-0.28,-0.7,1.002,-0.018,0.006,
39733270,0.14,-0.21,-0.63,1,-0.018,0.006,
39733290,0.07,-0.7,-0.77,1.001,-0.017,0.006,
39733310,0,-1.05,-0.98,1.003,-0.019,0.005,
39733330,0.21,-0.7,-1.47,1.001,-0.017,0.006,
39733350,0.42,-0.21,-1.26,1.001,-0.014,0.006,
39733360,0.56,0.07,-0.42,1.001,-0.016,0.006,
39733380,0.35,-0.14,-0.14,1.001,-0.016,0.008,
39733400,-0.07,-1.05,-0.14,1,-0.017,0.007,
39733420,-0.14,-1.33,-0.35,1.002,-0.017,0.007,
39733440,0,-1.05,-0.49,1.001,-0.017,0.006,
39733460,0.07,-0.56,-0.56,1,-0.016,0.007,
39733480,-0.14,-0.56,-0.56,1.002,-0.016,0.007,
39733500,-0.14,-0.49,-0.42,1.001,-0.016,0.006,
39733520,-0.14,-0.7,-0.28,1.002,-0.016,0.007,
39733540,-0.21,-0.77,-0.28,1.002,-0.016,0.006,
39733560,-0.07,-0.63,-0.35,1.001,-0.016,0.007,
39733580,-0.07,-0.84,-0.42,1.001,-0.016,0.007,
39733590,-0.14,-1.12,-0.42,1.001,-0.017,0.006,
39733610,-0.14,-1.33,-0.42,1.001,-0.016,0.006,
39733630,-0.07,-1.47,-0.56,1.001,-0.017,0.007,
39733650,-0.14,-1.61,-0.84,1.001,-0.017,0.005,
39733670,-0.14,-1.4,-0.7,1.002,-0.015,0.005,
39733690,-0.14,-1.33,-0.35,1.001,-0.016,0.005,
39733710,-0.21,-1.4,-0.35,1.001,-0.016,0.005,
39733730,-0.07,-1.26,-0.42,1.002,-0.015,0.004,
39733750,0.28,-0.14,-0.49,1.003,-0.015,0.003,
39733770,0.49,0.98,-0.56,1.002,-0.015,0.006,
39733790,0.28,0.91,-0.42,1,-0.016,0.007,
39733810,-0.14,-0.14,-0.35,1,-0.015,0.009,
39733820,-0.35,-0.77,-0.28,1.001,-0.016,0.007,
39733840,-0.07,-0.77,-0.28,1,-0.016,0.006,
39733860,0,-0.91,-0.28,1.001,-0.015,0.007,
39733880,-0.14,-1.05,-0.14,1,-0.016,0.006,
39733900,-0.14,-0.91,-0.07,1.001,-0.016,0.006,
39733920,-0.07,-0.84,-0.07,1.001,-0.016,0.006,
39733940,-0.07,-0.84,-0.07,1.001,-0.016,0.006,
39733960,0.14,-0.98,-0.21,0.999,-0.017,0.005,
39733980,0.49,-0.84,-0.21,1.001,-0.016,0.006,
39734000,0.49,-0.7,-0.28,1.001,-0.015,0.006,
39734020,0.28,-0.63,-0.35,1.001,-0.015,0.006,
39734030,0.14,-0.49,-0.56,1.001,-0.016,0.006,
39734050,0,-0.42,-0.7,1.002,-0.016,0.006,
39734070,-0.07,-0.7,-0.49,1.001,-0.015,0.007,
39734090,0,-0.91,-0.28,1.003,-0.015,0.006,
39734110,0.14,-0.77,0,1.001,-0.016,0.006,
39734130,0.21,-0.77,0,1.001,-0.015,0.007,
39734150,0.07,-0.84,0.07,1.001,-0.016,0.007,
39734170,0,-0.84,-0.07,1.002,-0.015,0.007,
39734190,-0.07,-0.63,-0.07,1.001,-0.016,0.007,
39734210,-0.14,-0.49,-0.14,1.001,-0.016,0.007,
39734230,-0.21,-0.98,-0.35,1.001,-0.016,0.006,
39734250,-0.14,-0.91,-0.28,1.002,-0.016,0.007,
39734260,-0.07,-0.7,-0.14,1,-0.017,0.006,
39734280,0.07,-0.49,-0.14,1.001,-0.016,0.005,
39734300,0.14,-0.07,-0.21,1.002,-0.017,0.006,
39734320,0.28,0.63,-0.35,1.001,-0.016,0.007,
39734340,0.28,0.7,-0.35,1.001,-0.016,0.008,
39734360,0.07,0.21,-0.35,1,-0.016,0.008,
39734380,-0.14,-0.49,-0.42,0.999,-0.016,0.009,
39734400,-0.21,-1.19,-0.35,1.003,-0.016,0.007,
39734420,0,-0.98,-0.42,1.001,-0.015,0.008,
39734440,-0.28,-0.91,-0.35,1.001,-0.015,0.007,
39734460,-0.14,-0.49,-0.21,1.002,-0.016,0.008,
39734480,0,-0.56,-0.14,1.002,-0.015,0.009,
39734500,0,-1.19,-0.14,1.001,-0.017,0.009,
39734510,0,-1.33,-0.14,1.001,-0.015,0.006,
39734530,0.28,-0.7,-0.14,1.001,-0.016,0.007,
39734550,0.28,-0.35,-0.35,1.001,-0.016,0.008,
39734570,0.14,-0.49,-0.35,1.001,-0.016,0.008,
39734590,0.14,-0.49,-0.35,1.001,-0.015,0.009,
39734610,-0.21,-1.05,-0.28,1,-0.017,0.007,
39734630,-0.28,-1.19,-0.35,1.002,-0.015,0.008,
39734650,-0.21,-1.26,0,1,-0.016,0.007,
39734670,0,-1.19,0.14,1.002,-0.016,0.006,
39734690,0,-1.19,0.14,1.002,-0.016,0.006,
39734710,0.28,-0.28,0,1.001,-0.017,0.007,
39734730,0.28,0.28,-0.35,1.001,-0.016,0.01,
39734750,-0.14,-0.49,-0.28,1,-0.016,0.009,
39734760,-0.14,-1.12,-0.07,1.003,-0.017,0.006,
39734780,0.35,-0.56,-0.07,1.001,-0.017,0.008,
39734800,0.42,-0.56,-0.21,1,-0.017,0.007,
39734820,0.35,-0.77,-0.35,1,-0.016,0.009,
39734840,-0.07,-1.12,-0.35,1.001,-0.017,0.009,
39734860,-0.28,-1.05,-0.28,1.002,-0.017,0.007,
39734880,0.07,-0.14,-0.35,1.001,-0.017,0.007,
39734900,0.14,0.14,-0.28,1.001,-0.017,0.008,
39734920,0.14,0.42,-0.21,1.001,-0.016,0.009,
39734940,0.07,0.49,-0.28,1.001,-0.017,0.009,
39734960,0.14,0.14,-0.42,1,-0.017,0.01,
39734980,0.07,-0.35,-0.56,1.002,-0.016,0.01,
39735000,0.14,-0.07,-0.42,1.001,-0.016,0.01,
39735010,0.28,0.14,-0.35,1,-0.017,0.011,
39735030,0.21,-0.49,-0.28,1.001,-0.016,0.011,
39735050,0,-1.33,-0.07,1,-0.017,0.011,
39735070,-0.14,-1.75,0,1.001,-0.017,0.009,
39735090,0.07,-1.61,-0.07,1.002,-0.017,0.008,
39735110,0.35,-1.19,-0.21,1,-0.017,0.009,
39735130,0.35,-1.19,-0.42,1,-0.016,0.01,
39735150,0,-1.47,-0.35,1.001,-0.017,0.01,
39735170,-0.21,-1.54,-0.28,1.001,-0.017,0.009,
39735190,-0.21,-1.54,-0.28,1.001,-0.016,0.009,
39735210,-0.14,-1.54,-0.21,1.001,-0.017,0.007,
39735230,0.14,-1.26,-0.14,1.002,-0.016,0.007,
39735250,0.35,-0.84,0,1.002,-0.017,0.008,
39735260,0.28,-0.77,-0.07,1.001,-0.016,0.01,
39735280,-0.07,-1.26,-0.07,1,-0.018,0.008,
39735300,0.14,-1.26,-0.14,1.001,-0.018,0.007,
39735320,0.28,-0.77,-0.28,1.001,-0.017,0.008,
39735340,0.07,-0.77,-0.42,1.001,-0.017,0.009,
39735360,-0.21,-1.26,-0.35,1.001,-0.017,0.007,
39735380,-0.14,-1.4,-0.14,1.001,-0.017,0.007,
39735400,0,-1.47,-0.21,1.001,-0.018,0.007,
39735420,0,-1.12,-0.35,1.002,-0.018,0.007,
39735440,0.07,-1.12,-0.35,1.002,-0.018,0.007,
39735460,0.14,-0.63,-0.21,1.002,-0.017,0.006,
39735480,0.28,-0.28,-0.14,1,-0.017,0.009,
39735500,0.07,-0.63,-0.28,1,-0.017,0.008,
39735510,-0.21,-0.77,-0.35,1.001,-0.017,0.007,
39735530,0,-0.77,-0.35,1.003,-0.018,0.007,
39735550,0.28,-0.7,-0.14,1,-0.018,0.007,
39735570,0.35,-0.49,-0.21,1.001,-0.018,0.008,
39735590,0.28,-0.42,-0.28,1.001,-0.017,0.008,
39735610,0.14,-0.77,-0.35,1,-0.017,0.009,
39735630,-0.21,-1.4,-0.35,1.001,-0.017,0.007,
39735650,-0.14,-1.19,-0.42,1.002,-0.017,0.006,
39735670,0,-0.28,-0.49,1.002,-0.017,0.006,
39735690,0.14,-0.14,-0.49,1.001,-0.017,0.008,
39735710,0,-0.84,-0.14,1.001,-0.017,0.006,
39735730,0.07,-1.12,0.07,1,-0.017,0.009,
39735750,0,-1.33,-0.07,1.001,-0.017,0.007,
39735760,0.07,-0.91,-0.35,1.001,-0.017,0.007,
39735780,0.21,-0.56,-0.42,1.002,-0.017,0.007,
39735800,0.21,-0.21,-0.21,1,-0.017,0.009,
39735820,-0.28,-0.98,-0.14,1.001,-0.018,0.007,
39735840,-0.21,-0.84,-0.28,1.002,-0.017,0.006,
39735860,0.21,-0.28,-0.28,1.002,-0.017,0.007,
39735880,0.14,-0.21,-0.21,0.999,-0.018,0.009,
39735900,-0.07,-0.56,-0.28,1.001,-0.017,0.007,
39735920,0.07,-0.35,-0.28,0.999,-0.018,0.008,
39735940,-0.07,-0.77,-0.35,1.001,-0.018,0.008,
39735960,0,-1.19,-0.28,1.002,-0.017,0.007,
39735980,0.21,-1.05,-0.14,1.001,-0.017,0.009,
39736000,0.07,-1.4,0,1,-0.018,0.008,
39736010,0,-1.54,-0.07,1,-0.017,0.008,
39736030,0,-1.68,-0.21,1.001,-0.018,0.006,
39736050,0.21,-1.33,-0.28,1.001,-0.017,0.006,
39736070,0.35,-0.91,-0.28,1.003,-0.017,0.007,
39736090,0.21,-0.7,-0.28,1.001,-0.017,0.008,
39736110,-0.14,-1.26,-0.28,1.001,-0.018,0.006,
39736130,-0.07,-1.54,-0.14,1,-0.018,0.007,
39736150,0.07,-1.47,-0.21,1.001,-0.018,0.005,
39736170,0.07,-1.47,-0.21,1.001,-0.018,0.005,
39736190,0.21,-0.77,-0.28,1.003,-0.018,0.006,
39736210,0.35,0,-0.35,1.001,-0.018,0.007,
39736230,0.21,-0.14,-0.28,1,-0.018,0.007,
39736250,0.07,-0.77,-0.28,1.001,-0.018,0.007,
39736260,0,-1.26,-0.35,1.001,-0.018,0.007,
39736280,-0.14,-1.12,-0.42,1.002,-0.018,0.006,
39736300,0,-0.49,-0.35,1.001,-0.018,0.007,
39736320,0,-0.63,-0.28,1.001,-0.018,0.007,
39736340,0.07,-0.91,-0.21,1.001,-0.017,0.007,
39736360,0.07,-1.05,-0.21,1.001,-0.018,0.006,
39736380,0.21,-0.7,-0.07,1,-0.017,0.006,
39736400,0.28,-0.42,-0.14,1.001,-0.018,0.006,
39736420,0.35,-0.56,-0.28,1.001,-0.018,0.007,
39736440,0.21,-0.91,-0.28,1,-0.018,0.008,
39736460,-0.07,-1.05,-0.42,1.001,-0.018,0.006,
39736480,0,-0.56,-0.49,1.002,-0.018,0.006,
39736500,0.07,-0.42,-0.42,1.001,-0.018,0.007,
39736510,0,-0.98,-0.28,1.002,-0.018,0.007,
39736530,0.21,-0.91,-0.14,1.001,-0.019,0.006,
39736550,0.28,-0.84,-0.21,1.001,-0.017,0.006,
39736570,0.28,-0.7,-0.35,1.001,-0.018,0.007,
39736590,0.14,-1.12,-0.42,1.001,-0.018,0.006,
39736610,0.28,-0.84,-0.35,1.002,-0.017,0.007,
39736630,0.07,-0.91,-0.21,1.001,-0.019,0.007,
39736650,0.07,-1.05,-0.21,1,-0.018,0.006,
39736670,0.14,-0.98,-0.28,1.002,-0.018,0.005,
39736690,0.35,-0.77,-0.14,1.002,-0.018,0.006,
39736710,0.49,-0.56,-0.07,1,-0.018,0.008,
39736730,0.28,-1.05,0,0.999,-0.018,0.008,
39736740,-0.07,-1.75,-0.14,1,-0.018,0.006,
39736760,0,-1.82,-0.28,1.001,-0.018,0.005,
39736780,0.21,-1.33,-0.35,1.001,-0.018,0.006,
39736800,0,-1.12,-0.28,1.001,-0.018,0.005,
39736820,-0.07,-0.91,-0.28,1.002,-0.018,0.005,
39736840,0.07,-0.63,-0.21,1.002,-0.018,0.005,
39736860,0.28,-0.35,-0.28,1.001,-0.018,0.005,
39736880,0.14,-0.56,-0.42,1,-0.018,0.006,
39736900,-0.07,-0.91,-0.49,1.001,-0.018,0.006,
39736920,-0.07,-0.91,-0.49,1.001,-0.018,0.006,
39736940,-0.21,-1.26,-0.35,1,-0.018,0.006,
39736960,0,-1.33,-0.28,1.002,-0.019,0.004,
39736970,0.21,-1.26,-0.21,1,-0.018,0.007,
39736990,-0.14,-2.03,-0.35,1.001,-0.018,0.005,
39737010,-0.28,-2.1,-0.28,1.002,-0.019,0.004,
39737030,-0.28,-1.96,-0.14,1.001,-0.018,0.007,
39737050,-0.63,-2.1,0.07,1.002,-0.02,0,
39737070,0.07,-1.61,-0.28,0.999,-0.018,0.005,
39737090,-0.42,-2.31,-0.56,1.001,-0.018,0.002,
